subOG	spc	geneID	chr	start	end	strand	nSsal	nOmyk	synteny	phylogeny	proxiSynteny	proxiPhylogeny	reciprocal
Ens106s03043.49	Omyk	ENSOMYG00000035268	Omy25	14366712	14415061	+	2	2	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s03043.49	Ssal	ENSSSAG00000071433	Ssa09	15128551	15327135	+	2	2	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s03043.49	Omyk	ENSOMYG00000005278	Omy19	48812593	48896247	-	2	2	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s03043.49	Ssal	ENSSSAG00000011273	Ssa01	20876550	21087003	+	2	2	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s03043.66	Ssal	ENSSSAG00000039501	Ssa15	50173656	50413500	+	3	2	NA	NA	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	NA
Ens106s03043.66	Omyk	ENSOMYG00000031162	Omy08	32495814	32509938	+	3	2	NA	NA	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	NA
Ens106s03043.66	Omyk	ENSOMYG00000010793	Omy04	33188475	33242326	-	3	2	NA	NA	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	NA
Ens106s03043.66	Ssal	ENSSSAG00000076555	Ssa06	80182239	80224421	-	3	2	NA	NA	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	NA
Ens106s03043.66	Ssal	ENSSSAG00000082605	Ssa06	79711853	79769700	-	3	2	NA	NA	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	NA
Ens106s03044.36	Omyk	ENSOMYG00000022077	Omy10	32249813	32353011	-	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s03044.36	Ssal	ENSSSAG00000116551	Ssa04	54985444	55094175	+	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s03044.36	Omyk	ENSOMYG00000039794	Omy12	32554868	32614877	+	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s03044.36	Ssal	ENSSSAG00000103314	Ssa13	79535054	79632391	-	2	2	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	NA
Ens106s03044.52	Ssal	ENSSSAG00000112370	Ssa16	84972297	84982193	-	1	0	NA	NA	((Omy07,Ssa17),(Omy18,Ssa16))	LORe	NA
Ens106s03045.38	Ssal	ENSSSAG00000000106	Ssa01	66347273	66398889	+	2	2	((Omy01,Ssa18),(Omy23,Ssa01))	AORe	((Omy01,Ssa18),(Omy23,Ssa01))	AORe	NA
Ens106s03045.38	Omyk	ENSOMYG00000035759	Omy23	26148528	26167149	+	2	2	((Omy01,Ssa18),(Omy23,Ssa01))	AORe	((Omy01,Ssa18),(Omy23,Ssa01))	AORe	NA
Ens106s03045.38	Omyk	ENSOMYG00000027294	Omy01	75276658	75311826	+	2	2	((Omy01,Ssa18),(Omy23,Ssa01))	AORe	((Omy01,Ssa18),(Omy23,Ssa01))	AORe	NA
Ens106s03045.38	Ssal	ENSSSAG00000045876	Ssa18	21705572	21742321	+	2	2	((Omy01,Ssa18),(Omy23,Ssa01))	AORe	((Omy01,Ssa18),(Omy23,Ssa01))	AORe	NA
Ens106s03045.54	Omyk	ENSOMYG00000055823	OmyJAAXML020000301.1	218045	260327	-	3	2	NA	NA	NA	NA	NA
Ens106s03045.54	Omyk	ENSOMYG00000074295	Omy23	7179414	7218178	+	3	2	NA	NA	((Omy01,Ssa18),(Omy23,Ssa01))	cryptic	NA
Ens106s03045.54	Ssal	ENSSSAG00000115827	Ssa18	43713985	43973698	+	3	2	NA	NA	((Omy01,Ssa18),(Omy23,Ssa01))	LORe	NA
Ens106s03045.54	Ssal	ENSSSAG00000001170	Ssa01	116863896	116934921	+	3	2	NA	NA	((Omy01,Ssa18),(Omy23,Ssa01))	LORe	NA
Ens106s03045.54	Ssal	ENSSSAG00000084335	Ssa01	115945338	116105059	-	3	2	NA	NA	((Omy01,Ssa18),(Omy23,Ssa01))	LORe	NA
Ens106s03046.46	Ssal	ENSSSAG00000067198	Ssa06	35737830	35766568	+	2	2	((Omy12,Omy13),(Ssa03,Ssa06))	LORe	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
Ens106s03046.46	Ssal	ENSSSAG00000096929	Ssa03	66056743	66091944	-	2	2	((Omy12,Omy13),(Ssa03,Ssa06))	LORe	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
Ens106s03046.46	Omyk	ENSOMYG00000004198	Omy13	42396960	42422724	-	2	2	((Omy12,Omy13),(Ssa03,Ssa06))	LORe	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
Ens106s03046.46	Omyk	ENSOMYG00000037130	Omy12	75466263	75499129	-	2	2	((Omy12,Omy13),(Ssa03,Ssa06))	LORe	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
Ens106s03046.62	Ssal	ENSSSAG00000001794	Ssa01	88155726	88179122	-	2	2	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	NA
Ens106s03046.62	Omyk	ENSOMYG00000044715	Omy23	46913633	46934463	-	2	2	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	NA
Ens106s03046.62	Ssal	ENSSSAG00000008899	Ssa28	13924085	13970300	-	2	2	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	NA
Ens106s03046.62	Omyk	ENSOMYG00000016994	Omy20	21446842	21496009	-	2	2	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	NA
Ens106s03047.21	Omyk	ENSOMYG00000010795	Omy08	63276677	63279438	+	1	2	((Omy08,Ssa14),(Omy28,Ssa03))	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s03047.21	Ssal	ENSSSAG00000080263	Ssa03	24239571	24241918	+	1	2	((Omy08,Ssa14),(Omy28,Ssa03))	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s03047.21	Omyk	ENSOMYG00000046405	Omy28	21864621	21867271	-	1	2	((Omy08,Ssa14),(Omy28,Ssa03))	NA	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s03048.48	Ssal	ENSSSAG00000074295	Ssa15	78047838	78070578	-	1	1	((Omy09,Ssa15),(Omy16,Ssa13))	NA	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	FALSE
Ens106s03048.48	Omyk	ENSOMYG00000010790	Omy09	50380223	50389186	-	1	1	((Omy09,Ssa15),(Omy16,Ssa13))	NA	((Omy09,Ssa15),(Omy16,Ssa13))	AORe	FALSE
Ens106s03048.63	Omyk	ENSOMYG00000045450	Omy01	53187470	53230235	+	2	2	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s03048.63	Ssal	ENSSSAG00000111950	Ssa16	4083590	4098362	-	2	2	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s03048.63	Ssal	ENSSSAG00000069225	Ssa10	117254514	117349852	+	2	2	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s03048.63	Omyk	ENSOMYG00000065172	Omy02	94815329	94872445	+	2	2	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	NA
Ens106s03048.76	Omyk	ENSOMYG00000038103	Omy21	26149294	26215084	+	2	2	(((Omy15,Ssa17),Omy21),Ssa07)	cryptic	((Omy15,Ssa17),(Omy21,Ssa07))	AORe	NA
Ens106s03048.76	Ssal	ENSSSAG00000075067	Ssa17	58669853	58731355	-	2	2	(((Omy15,Ssa17),Omy21),Ssa07)	cryptic	((Omy15,Ssa17),(Omy21,Ssa07))	cryptic	NA
Ens106s03048.76	Omyk	ENSOMYG00000044846	Omy15	55264158	55330225	-	2	2	(((Omy15,Ssa17),Omy21),Ssa07)	cryptic	((Omy15,Ssa17),(Omy21,Ssa07))	cryptic	NA
Ens106s03048.76	Ssal	ENSSSAG00000054122	Ssa07	43200439	43263489	-	2	2	(((Omy15,Ssa17),Omy21),Ssa07)	cryptic	((Omy15,Ssa17),(Omy21,Ssa07))	cryptic	NA
Ens106s03049.44	Ssal	ENSSSAG00000103173	Ssa19	70456453	70466969	-	2	2	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s03049.44	Omyk	ENSOMYG00000040152	Omy11	15860155	15864456	+	2	2	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s03049.44	Ssal	ENSSSAG00000095338	Ssa29	26612722	26624292	+	2	2	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s03049.44	Omyk	ENSOMYG00000003663	Omy15	14733578	14739600	-	2	2	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s03049.58	Ssal	ENSSSAG00000000746	Ssa04	40372016	40377530	+	2	2	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	NA
Ens106s03049.58	Omyk	ENSOMYG00000046574	Omy10	46484006	46486216	-	2	2	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	NA
Ens106s03049.58	Omyk	ENSOMYG00000047295	OmyY	32462042	32470381	-	2	2	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	NA
Ens106s03049.58	Ssal	ENSSSAG00000004351	Ssa11	93008738	93026274	-	2	2	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	((Omy10,Ssa04),(OmyY,Ssa11))	AORe	NA
Ens106s03050.48	Ssal	ENSSSAG00000010173	Ssa28	14065201	14112886	+	2	2	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	NA
Ens106s03050.48	Omyk	ENSOMYG00000016376	Omy20	21596543	21612407	+	2	2	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	NA
Ens106s03050.48	Ssal	ENSSSAG00000002315	Ssa01	88352287	88380710	+	2	2	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	NA
Ens106s03050.48	Omyk	ENSOMYG00000044954	Omy23	47080598	47100822	+	2	2	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	((Omy20,Ssa28),(Omy23,Ssa01))	AORe	NA
Ens106s03050.60	Ssal	ENSSSAG00000067775	Ssa06	35601175	35610682	-	2	2	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	((Omy12,Ssa03),(Omy13,Ssa06))	cryptic	NA
Ens106s03050.60	Omyk	ENSOMYG00000007226	Omy13	42544349	42553322	+	2	2	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	((Omy12,Ssa03),(Omy13,Ssa06))	cryptic	NA
Ens106s03050.60	Ssal	ENSSSAG00000001906	Ssa03	66217985	66228732	+	2	2	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	((Omy12,Ssa03),(Omy13,Ssa06))	cryptic	NA
Ens106s03050.60	Omyk	ENSOMYG00000035229	Omy12	75638900	75649604	+	2	2	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	((Omy12,Ssa03),(Omy13,Ssa06))	cryptic	NA
Ens106s03051.48	Omyk	ENSOMYG00000004914	Omy32	9046375	9160911	+	2	2	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	NA
Ens106s03051.48	Ssal	ENSSSAG00000039495	Ssa14	92944420	93075491	-	2	2	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	NA
Ens106s03051.48	Omyk	ENSOMYG00000038681	Omy18	65901774	66028871	-	2	2	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	NA
Ens106s03051.48	Ssal	ENSSSAG00000070955	Ssa27	37327828	37493347	-	2	2	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	((Omy18,Ssa27),(Omy32,Ssa14))	AORe	NA
Ens106s03051.63	Ssal	ENSSSAG00000004132	Ssa02	11001488	11061049	-	3	2	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	LORe	NA
Ens106s03051.63	Ssal	ENSSSAG00000095511	SsaCAJNNT020002686.1	9539	15343	-	3	2	NA	NA	NA	NA	NA
Ens106s03051.63	Omyk	ENSOMYG00000002954	Omy02	9246616	9305246	-	3	2	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	LORe	NA
Ens106s03051.63	Omyk	ENSOMYG00000057976	Omy03	3025074	3079249	-	3	2	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	LORe	NA
Ens106s03051.63	Ssal	ENSSSAG00000003968	Ssa02	11231285	11264098	-	3	2	NA	NA	((Omy02,Ssa05),(Omy03,Ssa02))	LORe	NA
Ens106s03052.46	Omyk	ENSOMYG00000036144	Omy24	37100632	37117508	-	5	3	NA	NA	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s03052.46	Ssal	ENSSSAG00000115578	Ssa09	155020564	155263882	-	5	3	NA	NA	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s03052.46	Ssal	ENSSSAG00000053763	Ssa20	552366	570191	-	5	3	NA	NA	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s03052.46	Ssal	ENSSSAG00000052869	Ssa20	89484974	89505895	-	5	3	NA	NA	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s03052.46	Omyk	ENSOMYG00000033599	Omy27	43770303	43775791	-	5	3	NA	NA	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s03052.46	Omyk	ENSOMYG00000077050	Omy27	43782487	43783116	-	5	3	NA	NA	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s03052.46	Ssal	ENSSSAG00000046433	SsaCAJNNT020000293.1	56488	57120	+	5	3	NA	NA	NA	NA	NA
Ens106s03052.46	Ssal	ENSSSAG00000086803	Ssa09	155039014	155039647	-	5	3	NA	NA	((Omy24,Ssa09),(Omy27,Ssa20))	AORe	NA
Ens106s03052.68	Ssal	ENSSSAG00000043771	Ssa04	46083924	46095364	+	1	1	((Omy10,Ssa04),(Omy12,Ssa13))	NA	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	FALSE
Ens106s03052.68	Omyk	ENSOMYG00000036046	Omy10	40843257	40852543	-	1	1	((Omy10,Ssa04),(Omy12,Ssa13))	NA	((Omy10,Ssa04),(Omy12,Ssa13))	AORe	FALSE
Ens106s03053.41	Ssal	ENSSSAG00000063672	Ssa17	49989475	50031833	+	2	1	((Omy15,Ssa17),(Omy21,Ssa07))	NA	((Omy15,Ssa17),(Omy21,Ssa07))	AORe	NA
Ens106s03053.41	Omyk	ENSOMYG00000028390	Omy15	47412735	47443190	+	2	1	((Omy15,Ssa17),(Omy21,Ssa07))	NA	((Omy15,Ssa17),(Omy21,Ssa07))	AORe	NA
Ens106s03053.41	Ssal	ENSSSAG00000007359	Ssa07	35789424	35809965	+	2	1	((Omy15,Ssa17),(Omy21,Ssa07))	NA	((Omy15,Ssa17),(Omy21,Ssa07))	AORe	NA
Ens106s03053.51	Omyk	ENSOMYG00000040440	Omy30	11201882	11226082	+	2	2	((Omy02,Ssa10),(Omy30,Ssa23))	AORe	((Omy02,Ssa10),(Omy30,Ssa23))	AORe	NA
Ens106s03053.51	Ssal	ENSSSAG00000073539	Ssa23	39327981	39353540	+	2	2	((Omy02,Ssa10),(Omy30,Ssa23))	AORe	((Omy02,Ssa10),(Omy30,Ssa23))	AORe	NA
Ens106s03053.51	Ssal	ENSSSAG00000077692	Ssa10	75893549	75927280	-	2	2	((Omy02,Ssa10),(Omy30,Ssa23))	AORe	((Omy02,Ssa10),(Omy30,Ssa23))	AORe	NA
Ens106s03053.51	Omyk	ENSOMYG00000041556	Omy02	58360799	58389439	-	2	2	((Omy02,Ssa10),(Omy30,Ssa23))	AORe	((Omy02,Ssa10),(Omy30,Ssa23))	AORe	NA
Ens106s03054.43	Omyk	ENSOMYG00000014234	Omy08	60324213	60341612	+	2	2	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s03054.43	Ssal	ENSSSAG00000064325	Ssa14	19642584	19666558	+	2	2	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s03054.43	Omyk	ENSOMYG00000043162	Omy28	24060079	24087574	-	2	2	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s03054.43	Ssal	ENSSSAG00000068868	Ssa03	21891899	21922123	+	2	2	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s03054.62	Omyk	ENSOMYG00000003890	Omy15	13839864	13852328	-	2	2	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s03054.62	Ssal	ENSSSAG00000118236	Ssa29	27538490	27606904	+	2	2	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s03054.62	Ssal	ENSSSAG00000108490	Ssa19	69578905	69617377	-	2	2	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s03054.62	Omyk	ENSOMYG00000064129	Omy11	16692560	16717970	+	2	2	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	((Omy11,Ssa19),(Omy15,Ssa29))	AORe	NA
Ens106s03055.46	Omyk	ENSOMYG00000028576	Omy17	69373935	69428396	+	2	2	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	NA
Ens106s03055.46	Ssal	ENSSSAG00000066520	Ssa12	73503062	73587813	+	2	2	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	NA
Ens106s03055.46	Omyk	ENSOMYG00000014932	Omy07	52583792	52658755	-	2	2	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	NA
Ens106s03055.46	Ssal	ENSSSAG00000077996	Ssa22	21748020	21756160	-	2	2	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	NA
Ens106s03055.61	Omyk	ENSOMYG00000045614	Omy17	53544950	53608087	-	2	2	((Omy07,(Omy17,Ssa12)),Ssa22)	cryptic	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	NA
Ens106s03055.61	Ssal	ENSSSAG00000074323	Ssa12	56958080	57024762	-	2	2	((Omy07,(Omy17,Ssa12)),Ssa22)	cryptic	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	NA
Ens106s03055.61	Omyk	ENSOMYG00000059623	Omy07	68230041	68260677	+	2	2	((Omy07,(Omy17,Ssa12)),Ssa22)	cryptic	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	NA
Ens106s03055.61	Ssal	ENSSSAG00000073372	Ssa22	38685798	38697381	+	2	2	((Omy07,(Omy17,Ssa12)),Ssa22)	cryptic	((Omy07,Ssa22),(Omy17,Ssa12))	AORe	NA
Ens106s03056.36	Ssal	ENSSSAG00000072166	Ssa26	40326891	40339295	-	2	2	((Omy06,Omy26),(Ssa11,Ssa26))	LORe	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s03056.36	Ssal	ENSSSAG00000045260	Ssa11	39454525	39467947	-	2	2	((Omy06,Omy26),(Ssa11,Ssa26))	LORe	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s03056.36	Omyk	ENSOMYG00000037199	Omy06	86602656	86612190	-	2	2	((Omy06,Omy26),(Ssa11,Ssa26))	LORe	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s03056.36	Omyk	ENSOMYG00000037047	Omy26	46796039	46805852	-	2	2	((Omy06,Omy26),(Ssa11,Ssa26))	LORe	((Omy06,Ssa26),(Omy26,Ssa11))	LORe	NA
Ens106s03056.52	Ssal	ENSSSAG00000062746	Ssa10	71017825	71034098	+	1	1	((Omy01,Ssa16),(Omy02,Ssa10))	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	FALSE
Ens106s03056.52	Omyk	ENSOMYG00000030785	Omy02	53852951	53865949	+	1	1	((Omy01,Ssa16),(Omy02,Ssa10))	NA	((Omy01,Ssa16),(Omy02,Ssa10))	AORe	FALSE
Ens106s03057.40	Ssal	ENSSSAG00000103588	Ssa16	86646101	86696754	-	2	2	((Omy07,Omy18),(Ssa16,Ssa17))	LORe	((Omy07,Ssa17),(Omy18,Ssa16))	LORe	NA
Ens106s03057.40	Ssal	ENSSSAG00000085478	Ssa17	34570467	34592485	-	2	2	((Omy07,Omy18),(Ssa16,Ssa17))	LORe	((Omy07,Ssa17),(Omy18,Ssa16))	LORe	NA
Ens106s03057.40	Omyk	ENSOMYG00000066411	Omy07	566837	575678	+	2	2	((Omy07,Omy18),(Ssa16,Ssa17))	LORe	((Omy07,Ssa17),(Omy18,Ssa16))	LORe	NA
Ens106s03057.40	Omyk	ENSOMYG00000062734	Omy18	6051533	6062071	+	2	2	((Omy07,Omy18),(Ssa16,Ssa17))	LORe	((Omy07,Ssa17),(Omy18,Ssa16))	LORe	NA
Ens106s03057.53	Omyk	ENSOMYG00000044961	Omy22	8785493	8789632	+	2	2	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s03057.53	Ssal	ENSSSAG00000109530	Ssa21	23363129	23374052	-	2	2	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s03057.53	Ssal	ENSSSAG00000067345	Ssa25	40416474	40419937	+	2	2	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s03057.53	Omyk	ENSOMYG00000007359	Omy03	73619959	73621936	+	2	2	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s03058.48	Omyk	ENSOMYG00000040659	Omy28	8429067	8469973	+	2	2	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s03058.48	Ssal	ENSSSAG00000065089	Ssa03	38486766	38515563	-	2	2	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s03058.48	Omyk	ENSOMYG00000004913	Omy08	76981887	77020016	-	2	2	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s03058.48	Ssal	ENSSSAG00000004664	Ssa14	37099119	37139971	-	2	2	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	((Omy08,Ssa14),(Omy28,Ssa03))	AORe	NA
Ens106s03058.65	Ssal	ENSSSAG00000070225	Ssa21	16787078	16842767	+	2	2	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s03058.65	Omyk	ENSOMYG00000010612	Omy22	14794540	14841523	-	2	2	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s03058.65	Omyk	ENSOMYG00000021112	Omy03	49629041	49677024	+	2	2	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s03058.65	Ssal	ENSSSAG00000059247	Ssa25	14847641	14902554	+	2	2	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	((Omy03,Ssa25),(Omy22,Ssa21))	AORe	NA
Ens106s03059.49	Ssal	ENSSSAG00000088284	Ssa06	84792987	84902536	+	2	2	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	NA
Ens106s03059.49	Omyk	ENSOMYG00000011994	Omy04	37284358	37396314	+	2	2	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	NA
Ens106s03059.49	Ssal	ENSSSAG00000045488	Ssa15	24817100	24906217	-	2	2	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	NA
Ens106s03059.49	Omyk	ENSOMYG00000001879	Omy08	8761013	8862223	-	2	2	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	((Omy04,Ssa06),(Omy08,Ssa15))	AORe	NA
Ens106s03059.65	Omyk	ENSOMYG00000035845	Omy19	31735649	31789830	-	2	2	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s03059.65	Ssal	ENSSSAG00000093051	Ssa01	39288045	39343656	+	2	2	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s03059.65	Ssal	ENSSSAG00000117958	Ssa09	33936500	34025248	+	2	2	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s03059.65	Omyk	ENSOMYG00000077281	Omy25	31808400	31908796	+	2	2	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s03059.78	Omyk	ENSOMYG00000021336	Omy25	31808400	31886078	+	0	1	NA	NA	((Omy19,Ssa01),(Omy25,Ssa09))	AORe	NA
Ens106s03060.45	Ssal	ENSSSAG00000067903	Ssa06	35549555	35586739	-	2	2	((Omy12,Omy13),(Ssa03,Ssa06))	LORe	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
Ens106s03060.45	Ssal	ENSSSAG00000001766	Ssa03	66267906	66286242	+	2	2	((Omy12,Omy13),(Ssa03,Ssa06))	LORe	((Omy12,Ssa03),(Omy13,Ssa06))	AORe	NA
