chromosome	pos_start	pos_end	age	category
16	31390407	31390419	Clupeocephala	alignable
10	87585783	87585795	Clupeocephala	alignable
16	31396709	31396732	Teleostei	alignable
10	87580705	87580728	Teleostei	alignable
16	31524799	31524814	Protacanthopterygii	alignable
10	87435932	87435947	Protacanthopterygii	alignable
16	31524813	31524869	Protacanthopterygii	alignable
10	87435877	87435933	Protacanthopterygii	alignable
16	31631027	31631096	Neopterygii	alignable
10	87353034	87353103	Neopterygii	alignable
16	31655324	31655369	Actinopteri	alignable
10	87331231	87331276	Actinopteri	alignable
16	32563452	32563467	Actinopteri	alignable
10	86327166	86327181	Actinopteri	alignable
16	32563466	32563511	Euteleostomi	alignable
10	86327122	86327167	Euteleostomi	alignable
16	32563510	32563530	Euteleostomi	alignable
10	86327103	86327123	Euteleostomi	alignable
16	32563529	32563629	Euteleostomi	alignable
10	86327004	86327104	Euteleostomi	alignable
16	33708688	33708760	Clupeocephala	alignable
10	85369441	85369513	Clupeocephala	alignable
16	33708940	33709025	Protacanthopterygii	alignable
10	85369190	85369275	Protacanthopterygii	alignable
16	34408381	34408413	Teleostei	alignable
10	84734251	84734283	Teleostei	alignable
16	34408412	34408444	Teleostei	alignable
10	84734220	84734252	Teleostei	alignable
16	34419295	34419307	Teleostei	alignable
10	84728233	84728245	Teleostei	alignable
16	34419306	34419340	Teleostei	alignable
10	84728200	84728234	Teleostei	alignable
16	34734317	34734353	Teleostei	alignable
10	84318234	84318270	Teleostei	alignable
16	34734353	34734363	Clupeocephala	alignable
10	84318222	84318234	Clupeocephala	alignable
16	34802423	34802510	Protacanthopterygii	alignable
10	84228699	84228790	Protacanthopterygii	alignable
16	35288379	35288428	Teleostei	alignable
10	83797373	83797422	Teleostei	alignable
16	35288439	35288454	Teleostei	alignable
10	83797347	83797362	Teleostei	alignable
16	35288453	35288467	Teleostei	alignable
10	83797334	83797348	Teleostei	alignable
16	35288467	35288486	Teleostei	alignable
10	83797315	83797334	Teleostei	alignable
16	35824566	35824583	Teleostei	alignable
10	83219782	83219799	Teleostei	alignable
16	35824582	35824657	Neopterygii	alignable
10	83219708	83219783	Neopterygii	alignable
16	35824656	35824679	Teleostei	alignable
10	83219686	83219709	Teleostei	alignable
16	36310673	36310699	Teleostei	alignable
10	82771680	82771706	Teleostei	alignable
16	38250978	38251019	Neopterygii	alignable
10	20970632	20970673	Neopterygii	alignable
16	38250964	38250979	Neopterygii	alignable
10	20970672	20970687	Neopterygii	alignable
16	38370935	38370966	Teleostei	alignable
10	20834055	20834086	Teleostei	alignable
16	38537861	38537873	Neopterygii	alignable
10	20706893	20706905	Neopterygii	alignable
16	38781059	38781155	Actinopteri	alignable
10	20465214	20465309	Actinopteri	alignable
16	38849887	38849920	Neopterygii	alignable
10	20386197	20386230	Neopterygii	alignable
16	38849850	38849883	Neopterygii	alignable
10	20386234	20386267	Neopterygii	alignable
16	41161601	41161708	Teleostei	alignable
10	18316679	18316786	Teleostei	alignable
16	41161589	41161602	Teleostei	alignable
10	18316785	18316798	Teleostei	alignable
16	41161249	41161263	Teleostei	alignable
10	18317149	18317163	Teleostei	alignable
16	41168795	41168858	Teleostei	alignable
10	18314195	18314257	Teleostei	alignable
16	44235409	44235452	Teleostei	alignable
10	15875899	15875942	Teleostei	alignable
16	44235452	44235476	Teleostei	alignable
10	15875870	15875894	Teleostei	alignable
16	44898056	44898129	Teleostei	alignable
10	15356269	15356342	Teleostei	alignable
16	45314561	45314582	Teleostei	alignable
10	15047183	15047204	Teleostei	alignable
16	45478227	45478310	Actinopteri	alignable
10	14922768	14922851	Actinopteri	alignable
16	45639301	45639364	Neopterygii	alignable
10	14831252	14831315	Neopterygii	alignable
16	45639386	45639407	Neopterygii	alignable
10	14831209	14831230	Neopterygii	alignable
16	45906495	45906525	Teleostei	alignable
10	14604555	14604585	Teleostei	alignable
16	45906524	45906566	Teleostei	alignable
10	14604515	14604556	Teleostei	alignable
16	46181562	46181574	Actinopteri	alignable
10	14354117	14354129	Actinopteri	alignable
16	46231818	46231887	Teleostei	alignable
10	14297675	14297746	Teleostei	alignable
16	46231979	46231991	Teleostei	alignable
10	14297584	14297596	Teleostei	alignable
16	46239468	46239499	Teleostei	alignable
10	14284630	14284661	Teleostei	alignable
16	46239577	46239591	Teleostei	alignable
10	14284538	14284552	Teleostei	alignable
16	48332022	48332057	Actinopteri	alignable
10	12490745	12490780	Actinopteri	alignable
16	48796438	48796461	Teleostei	alignable
10	12153408	12153430	Teleostei	alignable
16	48796508	48796519	Teleostei	alignable
10	12153350	12153361	Teleostei	alignable
16	48796816	48796837	Teleostei	alignable
10	12153169	12153190	Teleostei	alignable
16	48797090	48797143	Teleostei	alignable
10	12152906	12152959	Teleostei	alignable
16	48946638	48946653	Actinopteri	alignable
10	12084380	12084395	Actinopteri	alignable
16	48947534	48947686	Actinopteri	alignable
10	12083722	12083873	Actinopteri	alignable
16	49223602	49223654	Neopterygii	alignable
10	11778949	11779001	Neopterygii	alignable
16	49223698	49223720	Neopterygii	alignable
10	11778897	11778918	Neopterygii	alignable
16	49245571	49245594	Actinopteri	alignable
10	11763585	11763608	Actinopteri	alignable
16	49245593	49245640	Actinopteri	alignable
10	11763539	11763586	Actinopteri	alignable
16	49245639	49245650	Teleostei	alignable
10	11763529	11763540	Teleostei	alignable
16	5005503	5005514	Neopterygii	alignable
10	116418997	116419008	Neopterygii	alignable
16	5005262	5005333	Neopterygii	alignable
10	116419178	116419249	Neopterygii	alignable
16	5004854	5004900	Clupeocephala	alignable
10	116419619	116419665	Clupeocephala	alignable
16	50074442	50074466	Teleostei	alignable
10	11071282	11071306	Teleostei	alignable
16	50074539	50074550	Teleostei	alignable
10	11071191	11071202	Teleostei	alignable
16	5011742	5011803	Teleostei	alignable
10	116406262	116406323	Teleostei	alignable
16	50309793	50309812	Teleostei	alignable
10	10915441	10915460	Teleostei	alignable
16	51393118	51393150	Euteleosteomorpha	alignable
10	9756981	9757013	Euteleosteomorpha	alignable
16	51560623	51560644	Teleostei	alignable
10	9622437	9622458	Teleostei	alignable
16	52550537	52550579	Actinopteri	alignable
10	9113658	9113701	Actinopteri	alignable
16	52861478	52861489	Actinopteri	alignable
10	8769192	8769203	Actinopteri	alignable
16	52861404	52861422	Actinopteri	alignable
10	8769258	8769276	Actinopteri	alignable
16	52861327	52861355	Actinopteri	alignable
10	8769353	8769381	Actinopteri	alignable
16	53130796	53130814	Clupeocephala	alignable
10	8591985	8592003	Clupeocephala	alignable
16	55331292	55331362	Neopterygii	alignable
10	55331509	55331579	Neopterygii	alignable
16	55559776	55559819	Teleostei	alignable
10	55552677	55552720	Teleostei	alignable
16	55559735	55559777	Teleostei	alignable
10	55552636	55552678	Teleostei	alignable
16	56218177	56218195	Euteleosteomorpha	alignable
10	56166321	56166339	Euteleosteomorpha	alignable
16	57587635	57587673	Actinopteri	alignable
10	58365823	58365861	Actinopteri	alignable
16	57587608	57587636	Actinopteri	alignable
10	58365796	58365824	Actinopteri	alignable
16	5909219	5909329	Neopterygii	alignable
10	115106319	115106429	Neopterygii	alignable
16	61236639	61236734	Clupeocephala	alignable
17	7518249	7518344	Clupeocephala	alignable
16	61531689	61531700	Teleostei	alignable
17	7762532	7762543	Teleostei	alignable
16	61531779	61531839	Teleostei	alignable
17	7762622	7762682	Teleostei	alignable
16	6301774	6301794	Clupeocephala	alignable
10	114643756	114643776	Clupeocephala	alignable
16	63303539	63303551	Euteleostomi	alignable
17	9607694	9607706	Euteleostomi	alignable
16	63862842	63862896	Teleostei	alignable
17	10235041	10235095	Teleostei	alignable
16	64336070	64336098	Actinopteri	alignable
17	10924441	10924469	Actinopteri	alignable
16	64336048	64336071	Actinopteri	alignable
17	10924468	10924491	Actinopteri	alignable
16	64676720	64676751	Euteleostomi	alignable
17	11257777	11257808	Euteleostomi	alignable
16	64676478	64676534	Euteleostomi	alignable
17	11257462	11257518	Euteleostomi	alignable
16	64676430	64676464	Euteleostomi	alignable
17	11257414	11257448	Euteleostomi	alignable
16	64676400	64676411	Euteleostomi	alignable
17	11257384	11257395	Euteleostomi	alignable
16	64676381	64676394	Euteleostomi	alignable
17	11257365	11257378	Euteleostomi	alignable
16	64676272	64676305	Euteleostomi	alignable
17	11257258	11257291	Euteleostomi	alignable
16	64676189	64676201	Euteleostomi	alignable
17	11257185	11257197	Euteleostomi	alignable
16	64676053	64676134	Euteleostomi	alignable
17	11257049	11257130	Euteleostomi	alignable
16	64676033	64676054	Euteleostomi	alignable
17	11257029	11257050	Euteleostomi	alignable
16	64916934	64916946	Actinopteri	alignable
17	11492741	11492753	Actinopteri	alignable
16	64916586	64916662	Actinopteri	alignable
17	11492390	11492466	Actinopteri	alignable
16	64915990	64916002	Neopterygii	alignable
17	11491779	11491791	Neopterygii	alignable
16	65969298	65969316	Actinopteri	alignable
17	12563326	12563344	Actinopteri	alignable
16	65969187	65969199	Actinopteri	alignable
17	12563212	12563224	Actinopteri	alignable
16	65969138	65969156	Actinopteri	alignable
17	12563163	12563181	Actinopteri	alignable
16	67488477	67488540	Euteleosteomorpha	alignable
17	14114231	14114294	Euteleosteomorpha	alignable
16	67488414	67488478	Clupeocephala	alignable
17	14114168	14114232	Clupeocephala	alignable
16	67488294	67488344	Clupeocephala	alignable
17	14114048	14114098	Clupeocephala	alignable
16	67495067	67495078	Actinopteri	alignable
17	14120896	14120907	Actinopteri	alignable
16	67495046	67495068	Actinopteri	alignable
17	14120875	14120897	Actinopteri	alignable
16	67495010	67495047	Actinopteri	alignable
17	14120839	14120876	Actinopteri	alignable
16	67494906	67494959	Actinopteri	alignable
17	14120735	14120788	Actinopteri	alignable
16	67494861	67494883	Actinopteri	alignable
17	14120690	14120712	Actinopteri	alignable
16	67494845	67494862	Actinopteri	alignable
17	14120675	14120691	Actinopteri	alignable
16	67494831	67494846	Actinopteri	alignable
17	14120661	14120676	Actinopteri	alignable
16	67538093	67538143	Actinopteri	alignable
17	14156200	14156250	Actinopteri	alignable
16	67754851	67754944	Protacanthopterygii	alignable
17	14439194	14439285	Protacanthopterygii	alignable
16	68126859	68126888	Teleostei	alignable
17	14789574	14789603	Teleostei	alignable
16	68126822	68126859	Teleostei	alignable
17	14789537	14789574	Teleostei	alignable
16	6963954	6963987	Teleostei	alignable
10	113865673	113865706	Teleostei	alignable
16	6963593	6963607	Teleostei	alignable
10	113866389	113866403	Teleostei	alignable
16	6963545	6963592	Teleostei	alignable
10	113866412	113866459	Teleostei	alignable
16	70308123	70308216	Euteleosteomorpha	alignable
17	17081175	17081268	Euteleosteomorpha	alignable
16	71824105	71824150	Clupeocephala	alignable
17	18433646	18433691	Clupeocephala	alignable
16	71823912	71823959	Euteleosteomorpha	alignable
17	18433510	18433557	Euteleosteomorpha	alignable
16	73132916	73132940	Euteleosteomorpha	alignable
17	19874423	19874447	Euteleosteomorpha	alignable
16	73132980	73133012	Euteleosteomorpha	alignable
17	19874489	19874521	Euteleosteomorpha	alignable
16	74691562	74691581	Teleostei	alignable
17	22291175	22291194	Teleostei	alignable
16	74691600	74691702	Actinopteri	alignable
17	22291213	22291315	Actinopteri	alignable
16	74691704	74691754	Actinopteri	alignable
17	22291317	22291367	Actinopteri	alignable
16	74691866	74691898	Actinopteri	alignable
17	22291479	22291511	Actinopteri	alignable
16	74961910	74962012	Protacanthopterygii	alignable
17	22566475	22566577	Protacanthopterygii	alignable
16	75583287	75583311	Actinopteri	alignable
17	23216652	23216676	Actinopteri	alignable
16	76271790	76271876	Clupeocephala	alignable
17	23801650	23801736	Clupeocephala	alignable
16	76340832	76340882	Euteleosteomorpha	alignable
17	23868170	23868220	Euteleosteomorpha	alignable
16	76817841	76817885	Euteleosteomorpha	alignable
17	24546485	24546529	Euteleosteomorpha	alignable
16	76817817	76817842	Protacanthopterygii	alignable
17	24546461	24546486	Protacanthopterygii	alignable
16	76849896	76849918	Euteleosteomorpha	alignable
17	24564496	24564518	Euteleosteomorpha	alignable
16	76849865	76849897	Euteleosteomorpha	alignable
17	24564465	24564497	Euteleosteomorpha	alignable
16	77930172	77930243	Protacanthopterygii	alignable
17	25456310	25456381	Protacanthopterygii	alignable
16	77929898	77929911	Teleostei	alignable
17	25456036	25456049	Teleostei	alignable
16	78298181	78298224	Protacanthopterygii	alignable
17	25844046	25844089	Protacanthopterygii	alignable
16	78912555	78912571	Euteleosteomorpha	alignable
17	26533371	26533387	Euteleosteomorpha	alignable
16	81695495	81695509	Neopterygii	alignable
17	29138981	29138995	Neopterygii	alignable
16	81695508	81695534	Neopterygii	alignable
17	29138994	29139020	Neopterygii	alignable
16	81698933	81698982	Teleostei	alignable
17	29142499	29142548	Teleostei	alignable
16	81698981	81698993	Teleostei	alignable
17	29142547	29142559	Teleostei	alignable
16	81890475	81890570	Teleostei	alignable
17	29525790	29525885	Teleostei	alignable
16	81890631	81890652	Teleostei	alignable
17	29525951	29525972	Teleostei	alignable
16	81890677	81890735	Teleostei	alignable
17	29525995	29526053	Teleostei	alignable
16	82702970	82702980	Teleostei	alignable
17	30547763	30547773	Teleostei	alignable
16	84149133	84149199	Protacanthopterygii	alignable
17	31976080	31976148	Protacanthopterygii	alignable
16	84820412	84820473	Teleostei	alignable
17	32623839	32623900	Teleostei	alignable
16	8502789	8502835	Euteleosteomorpha	alignable
10	112453971	112454011	Euteleosteomorpha	alignable
16	8502197	8502215	Euteleosteomorpha	alignable
10	112455055	112455073	Euteleosteomorpha	alignable
16	8502102	8502198	Euteleosteomorpha	alignable
10	112455072	112455186	Euteleosteomorpha	alignable
16	85204185	85204223	Teleostei	alignable
17	33059926	33059964	Teleostei	alignable
16	8522456	8522491	Teleostei	alignable
10	112442674	112442709	Teleostei	alignable
16	8522442	8522454	Teleostei	alignable
10	112442711	112442723	Teleostei	alignable
16	8522397	8522438	Euteleosteomorpha	alignable
10	112442727	112442767	Euteleosteomorpha	alignable
16	85748032	85748058	Neopterygii	alignable
17	33679097	33679123	Neopterygii	alignable
16	8665815	8665847	Actinopteri	alignable
10	112369400	112369432	Actinopteri	alignable
16	8665500	8665511	Actinopteri	alignable
10	112369651	112369662	Actinopteri	alignable
16	90980030	90980071	Protacanthopterygii	alignable
17	40184637	40184678	Protacanthopterygii	alignable
17	10464771	10464801	Teleostei	alignable
16	64049050	64049080	Teleostei	alignable
17	11060908	11060964	Euteleostomi	alignable
16	64468723	64468779	Euteleostomi	alignable
17	11060847	11060909	Actinopteri	alignable
16	64468662	64468724	Actinopteri	alignable
17	11060819	11060848	Actinopteri	alignable
16	64468634	64468663	Actinopteri	alignable
17	11060801	11060816	Actinopteri	alignable
16	64468616	64468631	Actinopteri	alignable
17	11295902	11295945	Teleostei	alignable
16	64721560	64721603	Teleostei	alignable
17	11295691	11295736	Actinopteri	alignable
16	64721351	64721396	Actinopteri	alignable
17	11295674	11295692	Actinopteri	alignable
16	64721334	64721352	Actinopteri	alignable
17	11295611	11295635	Actinopteri	alignable
16	64721274	64721298	Actinopteri	alignable
17	11295547	11295569	Actinopteri	alignable
16	64721210	64721232	Actinopteri	alignable
17	11295532	11295548	Actinopteri	alignable
16	64721195	64721211	Actinopteri	alignable
17	12031544	12031603	Protacanthopterygii	alignable
16	65482100	65482159	Protacanthopterygii	alignable
17	13002841	13002916	Actinopteri	alignable
16	66438788	66438863	Actinopteri	alignable
17	14045534	14045556	Protacanthopterygii	alignable
16	67412471	67412493	Protacanthopterygii	alignable
17	14045498	14045535	Teleostei	alignable
16	67412435	67412472	Teleostei	alignable
17	14157204	14157239	Neopterygii	alignable
16	67539133	67539170	Neopterygii	alignable
17	14157192	14157205	Neopterygii	alignable
16	67539121	67539134	Neopterygii	alignable
17	14157174	14157193	Neopterygii	alignable
16	67539103	67539122	Neopterygii	alignable
17	14157136	14157175	Neopterygii	alignable
16	67539065	67539104	Neopterygii	alignable
17	14157116	14157128	Neopterygii	alignable
16	67539045	67539057	Neopterygii	alignable
17	15367416	15367481	Euteleosteomorpha	alignable
16	68671626	68671691	Euteleosteomorpha	alignable
17	15367358	15367417	Euteleosteomorpha	alignable
16	68671568	68671627	Euteleosteomorpha	alignable
17	15451208	15451227	Teleostei	alignable
16	68743517	68743536	Teleostei	alignable
17	15606964	15607016	Neopterygii	alignable
16	68896927	68896979	Neopterygii	alignable
17	15606888	15606907	Teleostei	alignable
16	68896858	68896877	Teleostei	alignable
17	16165468	16165509	Euteleosteomorpha	alignable
16	69432755	69432796	Euteleosteomorpha	alignable
17	16363891	16363940	Teleostei	alignable
16	69619660	69619709	Teleostei	alignable
17	16517642	16517660	Teleostei	alignable
16	69747006	69747024	Teleostei	alignable
17	16517659	16517678	Teleostei	alignable
16	69747023	69747042	Teleostei	alignable
17	16517689	16517776	Teleostei	alignable
16	69747053	69747140	Teleostei	alignable
17	17309241	17309260	Actinopteri	alignable
16	70595851	70595870	Actinopteri	alignable
17	17309079	17309106	Actinopteri	alignable
16	70595689	70595716	Actinopteri	alignable
17	19596504	19596571	Teleostei	alignable
16	72884840	72884907	Teleostei	alignable
17	19729925	19729977	Euteleosteomorpha	alignable
16	73034091	73034143	Euteleosteomorpha	alignable
17	20026189	20026217	Euteleosteomorpha	alignable
16	73207950	73207978	Euteleosteomorpha	alignable
17	20026216	20026262	Euteleosteomorpha	alignable
16	73207977	73208023	Euteleosteomorpha	alignable
17	20044818	20044837	Euteleosteomorpha	alignable
16	73221306	73221325	Euteleosteomorpha	alignable
17	21306445	21306501	Teleostei	alignable
16	73927546	73927602	Teleostei	alignable
17	21306500	21306533	Teleostei	alignable
16	73927601	73927634	Teleostei	alignable
17	21306568	21306579	Neopterygii	alignable
16	73927685	73927696	Neopterygii	alignable
17	21306620	21306699	Neopterygii	alignable
16	73927737	73927816	Neopterygii	alignable
17	22433417	22433511	Protacanthopterygii	alignable
16	74822407	74822501	Protacanthopterygii	alignable
17	23433798	23433867	Euteleosteomorpha	alignable
16	75817781	75817850	Euteleosteomorpha	alignable
17	23433866	23433887	Clupeocephala	alignable
16	75817849	75817870	Clupeocephala	alignable
17	24190681	24190712	Clupeocephala	alignable
16	76474879	76474910	Clupeocephala	alignable
17	25824588	25824616	Neopterygii	alignable
16	78260604	78260632	Neopterygii	alignable
17	25862769	25862817	Neopterygii	alignable
16	78315732	78315780	Neopterygii	alignable
17	27168671	27168769	Protacanthopterygii	alignable
16	79544941	79545039	Protacanthopterygii	alignable
17	27757624	27757635	Actinopteri	alignable
16	80199571	80199582	Actinopteri	alignable
17	27757766	27757778	Actinopteri	alignable
16	80199697	80199709	Actinopteri	alignable
17	27758011	27758023	Actinopteri	alignable
16	80199940	80199952	Actinopteri	alignable
17	28749280	28749301	Euteleosteomorpha	alignable
16	81180131	81180152	Euteleosteomorpha	alignable
17	28821589	28821661	Protacanthopterygii	alignable
16	81326374	81326446	Protacanthopterygii	alignable
17	28821660	28821676	Euteleosteomorpha	alignable
16	81326445	81326461	Euteleosteomorpha	alignable
17	28941361	28941387	Teleostei	alignable
16	81547741	81547767	Teleostei	alignable
17	29537986	29538036	Euteleosteomorpha	alignable
16	81907523	81907573	Euteleosteomorpha	alignable
17	29598056	29598122	Actinopteri	alignable
16	81974605	81974671	Actinopteri	alignable
17	29598121	29598228	Actinopteri	alignable
16	81974670	81974777	Actinopteri	alignable
17	29598227	29598251	Actinopteri	alignable
16	81974776	81974800	Actinopteri	alignable
17	31719279	31719318	Teleostei	alignable
16	83943041	83943079	Teleostei	alignable
17	31719317	31719362	Teleostei	alignable
16	83943078	83943123	Teleostei	alignable
17	31788311	31788428	Protacanthopterygii	alignable
16	83994426	83994543	Protacanthopterygii	alignable
17	32681276	32681302	Protacanthopterygii	alignable
16	84919802	84919828	Protacanthopterygii	alignable
17	33147567	33147643	Clupeocephala	alignable
16	85239305	85239381	Clupeocephala	alignable
17	33291785	33291805	Actinopteri	alignable
16	85398191	85398211	Actinopteri	alignable
17	33292209	33292240	Teleostei	alignable
16	85399021	85399052	Teleostei	alignable
17	34334362	34334461	Clupeocephala	alignable
16	86331056	86331155	Clupeocephala	alignable
17	34344970	34344990	Euteleostomi	alignable
16	86338170	86338190	Euteleostomi	alignable
17	36881079	36881095	Teleostei	alignable
16	88530838	88530854	Teleostei	alignable
17	37519282	37519308	Teleostei	alignable
16	89229016	89229042	Teleostei	alignable
17	48459684	48459739	Euteleosteomorpha	alignable
7	34494758	34494821	Euteleosteomorpha	alignable
17	48459754	48459824	Euteleosteomorpha	alignable
7	34494673	34494743	Euteleosteomorpha	alignable
17	48770946	48770996	Euteleosteomorpha	alignable
7	34757818	34757868	Euteleosteomorpha	alignable
17	48771192	48771216	Teleostei	alignable
7	34758023	34758046	Teleostei	alignable
17	48771660	48771673	Actinopteri	alignable
7	34758449	34758462	Actinopteri	alignable
17	48771713	48771775	Actinopteri	alignable
7	34758502	34758564	Actinopteri	alignable
17	48771854	48771865	Actinopteri	alignable
7	34758642	34758653	Actinopteri	alignable
17	49558127	49558218	Protacanthopterygii	alignable
7	35406756	35406847	Protacanthopterygii	alignable
17	52030439	52030469	Clupeocephala	alignable
7	37381289	37381319	Clupeocephala	alignable
17	52628512	52628554	Actinopteri	alignable
7	37842556	37842599	Actinopteri	alignable
17	52750444	52750469	Actinopteri	alignable
7	37965691	37965716	Actinopteri	alignable
17	52800385	52800398	Actinopteri	alignable
7	38013629	38013642	Actinopteri	alignable
17	54082727	54082754	Protacanthopterygii	alignable
7	39187171	39187198	Protacanthopterygii	alignable
17	54932232	54932312	Protacanthopterygii	alignable
7	39804767	39804847	Protacanthopterygii	alignable
17	55441401	55441413	Teleostei	alignable
7	40253338	40253350	Teleostei	alignable
17	56509978	56510038	Euteleosteomorpha	alignable
7	41178831	41178891	Euteleosteomorpha	alignable
17	56510037	56510056	Clupeocephala	alignable
7	41178890	41178909	Clupeocephala	alignable
17	56513420	56513447	Euteleostomi	alignable
7	41182275	41182302	Euteleostomi	alignable
17	56513921	56513943	Euteleostomi	alignable
7	41182830	41182852	Euteleostomi	alignable
17	56513942	56514014	Euteleostomi	alignable
7	41182851	41182923	Euteleostomi	alignable
17	56514040	56514096	Euteleostomi	alignable
7	41182949	41183005	Euteleostomi	alignable
17	56514095	56514123	Actinopteri	alignable
7	41183004	41183032	Actinopteri	alignable
17	56514259	56514273	Actinopteri	alignable
7	41183178	41183192	Actinopteri	alignable
17	56514293	56514306	Actinopteri	alignable
7	41183212	41183225	Actinopteri	alignable
17	56524956	56524991	Actinopteri	alignable
7	41194224	41194259	Actinopteri	alignable
17	56524990	56525005	Actinopteri	alignable
7	41194258	41194273	Actinopteri	alignable
17	56525046	56525058	Actinopteri	alignable
7	41194324	41194336	Actinopteri	alignable
17	56525088	56525183	Actinopteri	alignable
7	41194366	41194461	Actinopteri	alignable
17	56525182	56525207	Actinopteri	alignable
7	41194460	41194485	Actinopteri	alignable
17	56600675	56600690	Actinopteri	alignable
7	41288185	41288200	Actinopteri	alignable
17	56737399	56737410	Euteleostomi	alignable
7	41419843	41419854	Euteleostomi	alignable
17	58660362	58660438	Protacanthopterygii	alignable
7	43191778	43191854	Protacanthopterygii	alignable
17	59534970	59535040	Euteleosteomorpha	alignable
7	44071680	44071749	Euteleosteomorpha	alignable
17	59534941	59534962	Euteleosteomorpha	alignable
7	44071651	44071672	Euteleosteomorpha	alignable
17	59534679	59534699	Euteleosteomorpha	alignable
7	44071163	44071183	Euteleosteomorpha	alignable
17	60085957	60086052	Euteleosteomorpha	alignable
7	44434648	44434746	Euteleosteomorpha	alignable
17	60085758	60085779	Euteleosteomorpha	alignable
7	44434446	44434467	Euteleosteomorpha	alignable
17	60085739	60085756	Teleostei	alignable
7	44434427	44434444	Teleostei	alignable
17	60085555	60085583	Teleostei	alignable
7	44434258	44434286	Teleostei	alignable
17	61760585	61760603	Actinopteri	alignable
7	46152921	46152939	Actinopteri	alignable
17	61860066	61860080	Neopterygii	alignable
7	46212976	46212990	Neopterygii	alignable
17	61859976	61860029	Neopterygii	alignable
7	46212884	46212937	Neopterygii	alignable
17	61859792	61859977	Actinopteri	alignable
7	46212699	46212885	Actinopteri	alignable
17	62611576	62611672	Teleostei	alignable
7	46859806	46859902	Teleostei	alignable
17	62611544	62611577	Teleostei	alignable
7	46859774	46859807	Teleostei	alignable
17	62615324	62615337	Neopterygii	alignable
7	46863465	46863478	Neopterygii	alignable
17	62615215	62615299	Neopterygii	alignable
7	46863356	46863440	Neopterygii	alignable
17	62874745	62874773	Neopterygii	alignable
7	47136153	47136181	Neopterygii	alignable
17	63038399	63038479	Teleostei	alignable
7	47309641	47309721	Teleostei	alignable
17	64387641	64387664	Euteleosteomorpha	alignable
7	48603354	48603377	Euteleosteomorpha	alignable
17	64387397	64387413	Euteleosteomorpha	alignable
7	48603115	48603133	Euteleosteomorpha	alignable
17	64872541	64872560	Teleostei	alignable
7	49063615	49063634	Teleostei	alignable
17	67275399	67275435	Clupeocephala	alignable
7	51339797	51339833	Clupeocephala	alignable
17	68774825	68774871	Teleostei	alignable
7	52479965	52480011	Teleostei	alignable
17	68774732	68774748	Teleostei	alignable
7	52479872	52479888	Teleostei	alignable
17	68949025	68949062	Euteleosteomorpha	alignable
7	52664661	52664698	Euteleosteomorpha	alignable
17	69912053	69912064	Euteleosteomorpha	alignable
7	53459327	53459338	Euteleosteomorpha	alignable
17	69920986	69921013	Teleostei	alignable
7	53489826	53489853	Teleostei	alignable
17	69934632	69934651	Clupeocephala	alignable
7	53504864	53504883	Clupeocephala	alignable
17	69934562	69934633	Protacanthopterygii	alignable
7	53504794	53504865	Protacanthopterygii	alignable
17	70399155	70399209	Neopterygii	alignable
7	53940901	53940955	Neopterygii	alignable
17	71676356	71676372	Clupeocephala	alignable
7	54529017	54529033	Clupeocephala	alignable
17	71676324	71676355	Clupeocephala	alignable
7	54528985	54529016	Clupeocephala	alignable
17	71676215	71676285	Clupeocephala	alignable
7	54528876	54528946	Clupeocephala	alignable
17	73017932	73018068	Protacanthopterygii	alignable
7	55659149	55659285	Protacanthopterygii	alignable
17	73025639	73025651	Actinopteri	alignable
7	55678922	55678934	Actinopteri	alignable
17	73025625	73025640	Actinopteri	alignable
7	55678908	55678923	Actinopteri	alignable
17	74178277	74178294	Euteleosteomorpha	alignable
7	56269860	56269877	Euteleosteomorpha	alignable
17	74229815	74229830	Actinopteri	alignable
7	56329803	56329818	Actinopteri	alignable
17	74229800	74229816	Actinopteri	alignable
7	56329788	56329804	Actinopteri	alignable
17	74229754	74229776	Actinopteri	alignable
7	56329742	56329764	Actinopteri	alignable
17	74229689	74229755	Actinopteri	alignable
7	56329677	56329743	Actinopteri	alignable
17	75606767	75606808	Teleostei	alignable
7	57152327	57152368	Teleostei	alignable
17	75606681	75606768	Teleostei	alignable
7	57152241	57152328	Teleostei	alignable
17	75606670	75606682	Teleostei	alignable
7	57152230	57152242	Teleostei	alignable
17	7651317	7651400	Euteleosteomorpha	alignable
16	61371713	61371796	Euteleosteomorpha	alignable
17	7652092	7652311	Euteleosteomorpha	alignable
16	61372609	61372847	Euteleosteomorpha	alignable
17	7793355	7793375	Teleostei	alignable
16	61566780	61566800	Teleostei	alignable
17	83574658	83574686	Teleostei	alignable
7	64859628	64859656	Teleostei	alignable
17	83574628	83574659	Teleostei	alignable
7	64859598	64859629	Teleostei	alignable
17	83579501	83579522	Teleostei	alignable
7	64863466	64863487	Teleostei	alignable
17	83579463	83579494	Teleostei	alignable
7	64863428	64863459	Teleostei	alignable
17	83626625	83626640	Teleostei	alignable
7	64912256	64912271	Teleostei	alignable
17	83626538	83626626	Teleostei	alignable
7	64912169	64912257	Teleostei	alignable
17	83635632	83635647	Teleostei	alignable
7	64920304	64920319	Teleostei	alignable
17	83635588	83635633	Teleostei	alignable
7	64920260	64920305	Teleostei	alignable
17	83724325	83724437	Protacanthopterygii	alignable
